InvoiceValue,IGST,CGST,SGST,InputTaxCredit,Turnover,InvoiceCount,BusinessAge,FilingDelay,Fraudulent
226656,38444.72,31447.63,23342.19,35274.73,60290496,58,9,38,0
169464,28817.22,18179.86,21798.8,26448.5,39315648,71,27,57,0
1515,280.96,189.48,183.39,99.01,118170,81,29,8,0
62313,13888.67,7600.86,6894.12,15856.7,12836478,153,11,22,1
28212,5456.2,2287.75,2957.69,6858.55,7927572,146,1,46,0
100997,18993.97,7409.64,5489.24,6339.08,19290427,52,13,35,0
402131,25056.11,35686.88,51675.75,49008.37,10857537,43,20,30,0
243426,33252.47,22407.78,21325.53,11713.73,28237416,67,1,83,1
113316,11713.79,8114.29,11374.75,29191.39,2946216,89,3,22,1
129278,14354.4,16872.56,6719.33,14289.05,17323252,135,20,55,0
62792,11145.43,6205.69,8429.61,8979.79,5714072,111,17,70,1
286477,27469.2,39551.01,37599.14,31708.46,3724201,172,5,45,1
135730,15962.97,16681.43,13423.02,14496.95,16830520,172,6,57,0
194252,20305.06,19427.81,19805.55,44531.23,28360792,179,17,35,0
282953,75875.45,38264.76,32101.46,64886.37,83754088,83,10,67,1
269614,72060.57,25731.62,19903.59,44481.1,63898518,79,11,87,1
335118,63768.45,43511.58,23449.01,68408.56,8377950,85,13,59,0
480420,126177.59,39506.39,53164.27,78436.11,106172820,21,29,13,0
309184,71340.16,25995.52,18364.92,8658.69,78841920,122,10,24,0
151956,28216.41,13316.17,13807.57,5847.54,44827020,165,14,70,1
280661,14448.46,27840.54,26479.93,35769.5,81672351,28,28,78,1
338524,77074.72,33789.48,28544.45,77836.48,62965464,32,13,43,0
106070,22441.48,10042.27,7072.13,29243.85,4242800,185,28,45,1
271346,51965.02,21040.19,22244.53,7684.06,16009414,169,4,12,0
394100,88632.14,52592.09,31677.82,48493.38,59903200,54,20,61,1
904,151.85,93.09,85.82,74.72,55144,155,17,18,0
434659,92121.26,37683.43,48126.0,107907.35,105187478,123,18,11,0
179498,47583.05,19494.55,24616.56,46107.85,31412150,87,11,89,1
422905,57699.11,50375.18,26632.31,32899.68,19876535,40,10,47,0
275407,58625.34,37583.56,35409.5,60322.84,7986803,169,21,32,0
149956,23904.22,14239.74,11333.08,33723.86,16195248,70,18,78,1
191672,39314.21,11517.35,19785.06,13335.8,42934528,24,19,36,0
360786,81344.78,32351.29,35792.25,51027.72,19121658,146,9,5,0
141432,8550.14,13168.36,14160.93,27394.61,16971840,74,5,88,1
235865,46870.65,30834.51,27148.6,6438.8,23114770,184,1,80,1
343286,35066.83,29361.96,28956.84,45755.12,43597322,143,5,42,0
51112,10432.34,6940.97,4023.49,3239.9,12675776,98,3,49,0
286218,45141.14,26807.71,36279.59,49152.51,23183658,72,1,45,0
286168,65222.59,39388.23,19976.97,73263.85,49220896,163,19,72,1
200744,15734.75,10185.32,13293.7,33510.42,52193440,27,27,27,0
273560,53085.45,35807.19,14062.26,8227.43,55806240,89,6,66,1
5309,605.48,710.35,366.07,150.27,366321,131,10,10,0
163773,40318.6,22353.69,15831.58,31041.68,17523711,21,5,19,0
184902,48726.89,9462.71,18206.52,20678.48,15161964,121,12,86,1
145028,40487.7,9492.53,10572.23,26155.31,33501468,39,12,29,0
450113,104913.1,48989.76,25433.49,29625.71,57614464,32,17,35,0
383932,85754.6,20076.78,44926.83,91192.09,73331012,178,27,75,1
39265,3909.43,2188.03,4641.82,10248.22,8913155,85,2,67,1
428532,54544.25,29953.14,59911.03,115267.9,113560980,9,21,87,1
307750,48349.67,29580.8,40316.07,32357.11,29851750,50,25,35,0
316576,72140.59,31382.57,42214.01,64899.95,89907584,1,27,57,0
410816,106993.8,21807.55,50053.14,40314.14,14378560,4,14,27,1
319735,29895.86,20889.26,33698.55,74681.11,41565550,4,12,38,0
22449,5884.88,2132.06,1382.17,1206.57,6689802,90,28,65,1
201652,42345.64,20861.84,21376.76,47100.69,7864428,162,13,42,0
300388,57217.09,19031.43,16532.16,42992.74,63381868,155,5,4,0
177115,16996.57,15213.42,22967.73,45970.88,7970175,15,5,12,1
370963,23285.63,48743.1,34634.56,84171.74,49709042,109,17,8,0
92693,16753.97,12967.84,10453.23,11626.07,21504776,32,5,56,0
36687,7331.85,5093.96,2006.85,10015.22,8951628,169,24,26,1
138811,13670.07,17955.3,13614.91,13788.71,18461863,199,25,60,0
387098,68897.61,33104.39,29850.56,112551.38,69677640,189,26,76,1
277133,68450.04,30981.17,20964.32,65075.53,52655270,63,19,49,0
189589,45892.89,16587.77,16128.15,56381.68,42467936,189,4,81,1
62377,16423.35,6759.64,3122.44,2189.01,7921879,108,7,33,0
436841,58603.85,34007.6,40189.14,42255.67,103094476,108,23,84,1
312566,38492.94,32681.34,29315.88,71125.64,14378036,14,17,64,1
94574,21030.23,9186.75,12075.38,26313.32,9930270,23,11,44,1
163621,24405.03,8541.54,14785.99,4590.52,21107109,111,6,86,1
37631,2639.3,4559.49,3112.84,752.72,790251,65,13,33,0
436660,50235.23,22300.58,60925.96,40062.65,57202460,160,12,72,1
116265,17006.54,8880.79,11790.34,30086.83,5115660,41,25,7,1
336607,39476.86,17009.82,31147.99,79036.29,87517820,26,5,47,0
107384,13574.12,9005.02,10162.2,12378.98,8161184,48,24,35,0
126417,14862.65,7039.46,15527.33,2599.53,5941599,144,27,81,1
286929,17085.13,37936.6,23143.94,50303.71,82922481,159,10,65,1
300270,59012.6,26246.94,25530.29,26011.65,71764530,194,11,10,0
174380,32674.85,15930.42,20581.83,39893.0,30865260,32,9,51,0
482180,96570.14,39291.17,27276.22,69905.45,122955900,138,26,35,0
447587,42176.69,47657.07,57230.81,93997.09,39387656,153,26,30,0
281842,33257.51,33989.22,25004.53,72897.44,34666566,82,13,23,1
413474,79598.57,44792.96,42305.16,70295.85,93445124,109,3,20,0
15754,2960.4,1848.55,1861.7,1797.02,3292586,173,17,29,0
44738,7446.91,5884.73,3308.14,10534.55,11229238,152,18,71,1
1752,228.8,223.76,227.98,165.13,38544,3,5,63,1
302408,78618.26,33466.06,41771.69,81536.84,65320128,62,16,38,1
340353,43615.27,23592.39,32158.15,13614.03,92235663,79,26,0,0
431157,66739.83,46303.35,57914.89,109484.22,45702642,195,23,41,1
485950,100089.27,46431.3,24346.86,22176.62,38876000,183,16,76,1
316326,55323.81,36235.06,41274.66,11298.64,75601914,10,11,85,1
322138,41808.29,40255.6,25124.86,39208.04,13207658,183,22,4,0
81817,12288.77,9559.9,6384.56,23549.7,21190603,150,4,11,1
327859,76302.82,41372.69,23123.24,96841.71,86226917,142,9,28,1
79087,9013.52,4408.94,6210.8,6056.46,21195316,136,15,2,0
498901,41268.44,26364.82,34530.74,30741.54,95290091,123,12,60,0
7449,908.98,545.75,979.75,885.14,1303575,102,27,50,0
239397,58746.32,31375.36,31339.97,27383.26,3112161,143,16,35,1
318037,22411.32,39477.72,18827.48,74002.76,48977698,110,4,74,1
205125,57043.23,22860.25,12893.6,29603.58,35691750,143,3,89,1
138513,24160.91,15661.43,17671.72,33016.98,15790482,180,27,1,0
26434,7309.38,3050.49,2270.8,6070.29,1189530,70,21,28,0
417102,110936.28,56239.63,27209.42,75882.08,74244156,54,4,40,0
256934,39605.64,32090.34,24655.45,65102.81,4367878,76,2,28,1
455602,43579.67,48341.71,39865.23,34070.54,43282190,170,19,63,1
338389,29752.34,37193.82,23594.02,22099.15,35869234,147,7,57,0
476967,50175.76,33023.58,54788.1,109789.25,18601713,40,28,82,1
357100,76180.32,38980.57,38144.01,31618.77,39281000,197,2,9,0
316057,35644.43,27882.9,18637.74,6568.43,24020332,27,1,10,0
450516,57903.84,28727.86,60046.94,124049.06,32437152,74,18,6,1
359883,55140.96,44113.11,36082.7,69969.31,14755203,43,28,76,1
304962,79303.39,29252.64,22115.36,44092.19,29276352,180,8,60,0
251375,23518.77,34681.77,17235.84,56108.46,55302500,46,8,65,1
463889,23730.76,34954.57,28870.28,52573.88,27833340,142,28,85,1
70890,4524.35,6611.22,6253.73,20347.31,5104080,64,10,52,1
183901,47464.16,16609.86,11438.4,7211.44,16367189,189,18,64,1
253990,50525.92,15460.41,22204.69,50662.24,61211590,98,22,26,0
43588,4916.7,3851.02,2763.01,10358.3,4794680,126,27,6,0
248440,22546.99,18851.58,27107.95,37602.7,34284720,58,28,64,1
365840,43052.54,23570.65,44146.56,84652.13,10243520,177,11,57,0
433527,33122.89,32685.34,43117.32,121185.93,44653281,29,27,24,1
318123,84796.5,22584.4,35376.91,72633.3,28631070,154,23,47,0
216964,49981.44,25182.28,29171.7,23133.29,24299968,27,1,3,0
218941,34231.42,11553.47,23525.96,38821.96,35687383,195,7,7,0
282607,70352.58,29835.29,23392.58,77787.29,78564746,67,28,84,1
317767,34120.35,37642.53,28743.05,46313.7,40356409,163,27,67,1
126411,27170.49,11789.74,16110.74,26656.99,36406368,188,8,59,0
365112,90149.98,48866.9,22551.08,54892.44,85436208,189,25,3,0
224277,29617.3,25502.37,17788.83,12105.66,62124729,114,14,7,0
336121,75363.98,39431.41,34269.29,12237.27,49073666,198,24,89,1
277032,32652.83,18761.72,30715.94,79407.54,65102520,78,19,15,1
6069,720.62,728.02,720.48,1162.28,1444422,90,8,18,0
70336,5248.69,8784.16,5531.13,3451.26,8229312,131,19,0,0
105073,15888.44,8669.99,6632.98,27327.68,1681168,161,22,33,1
430302,93734.29,29778.05,58493.33,71582.49,58951374,42,4,44,0
258590,68849.79,21890.82,14707.38,61063.7,71370840,13,23,62,1
143587,27119.75,16737.18,8417.43,7967.89,26132834,29,24,5,0
45502,11308.21,3985.41,4301.98,12464.59,10146946,9,10,35,1
248166,59354.8,28861.38,30706.67,45997.55,63530496,32,22,65,1
137826,12386.27,8299.99,16498.51,31246.94,15849990,150,10,77,1
410860,66451.68,50347.22,55216.68,11827.14,37799120,86,4,7,0
155786,11978.76,11339.46,9774.67,16869.34,33026632,58,8,66,1
499370,103317.27,36156.19,41854.92,47382.58,24968500,57,7,26,0
212291,56995.23,21894.48,16005.21,60691.15,45430274,138,26,33,1
203346,16578.92,11450.54,25922.2,14619.52,11794068,25,15,27,0
137662,30119.5,7208.92,12933.61,30006.8,20924624,190,8,30,0
143209,27985.15,10524.8,7506.49,4578.53,21481350,191,29,16,0
153987,28368.9,15156.34,17510.91,11603.16,9547194,76,10,82,1
24571,3433.25,3235.64,2088.11,2820.93,2850236,115,7,54,0
58743,7735.29,7412.14,5745.25,14242.92,2467206,131,19,74,1
388471,23466.49,36570.73,50672.49,93696.66,81190439,83,3,8,0
370859,37130.03,19779.65,27112.17,106335.85,47469952,175,9,56,1
172812,9243.83,16965.43,12377.46,47816.2,51325164,183,16,44,1
257718,47349.48,29233.37,18990.55,11036.54,61336884,154,14,5,0
215379,16012.62,17343.35,17322.87,54353.68,27353133,13,7,13,1
364214,91342.85,21851.27,21729.68,53294.93,67379590,135,12,30,0
427150,72753.42,32066.63,48161.06,112104.71,82867100,162,1,53,1
332368,70105.94,39699.03,22822.34,14956.61,74450432,22,16,10,0
378003,54620.35,30849.56,50407.88,94642.63,86940690,84,3,68,1
338341,60540.49,41642.45,23484.85,21890.63,47029399,107,27,1,0
29232,7799.44,2302.22,2134.16,3317.12,8214192,23,1,16,0
121965,8419.1,7893.57,9358.6,3424.48,31101075,176,6,35,0
405030,43907.56,36139.35,48266.79,22132.4,53463960,14,29,2,0
417670,95812.38,37884.63,36957.36,60479.97,7100390,94,2,62,1
57608,4188.65,2963.92,7128.42,14352.15,4378208,87,7,42,0
480760,32404.21,29102.35,57997.36,113761.05,59614240,111,8,32,0
481221,64076.75,32070.18,64317.18,41328.88,142922637,52,13,77,1
111695,7952.53,6726.59,13190.55,6977.96,12733230,83,29,28,0
365725,67501.15,29527.67,19994.92,47176.25,12434650,167,16,22,0
37168,3792.75,5085.18,4659.21,9935.57,2304416,41,29,58,1
285705,73143.49,27379.12,38406.33,13027.87,73140480,164,22,80,1
341896,78706.18,36405.1,47671.25,58811.56,99149840,6,21,48,0
40249,8489.81,3303.43,2466.22,1805.82,1690458,151,10,54,0
131060,25150.04,10368.67,13786.8,19876.48,38793760,138,4,74,1
367324,91315.69,19131.41,24960.14,20387.08,16529580,99,25,27,0
148479,15041.56,14109.96,10931.9,6309.52,36822792,85,24,70,1
150349,37709.79,14061.36,17606.26,11041.3,33978874,60,21,71,1
224801,52060.14,14433.3,31020.31,20562.93,41812986,30,13,24,0
52245,11602.41,6206.14,5409.29,5086.28,2768985,70,17,6,0
371108,66461.29,35010.58,46964.68,74472.11,61975036,5,8,85,1
92365,9849.45,7436.26,4692.1,3269.25,25677470,79,8,72,1
375072,55291.62,23712.73,19990.16,15988.02,67512960,185,23,74,1
213390,49617.71,21273.8,22129.65,15542.84,49079700,43,7,33,0
24124,1382.52,2840.69,2050.74,6373.02,5765636,180,24,21,1
23821,5475.77,1795.63,3098.59,4669.14,2382100,77,1,66,1
404204,42528.84,28169.58,31195.81,90745.21,56588560,6,15,49,0
285218,23727.6,27658.77,25351.49,35281.87,67026230,2,15,47,0
398956,30564.54,25525.56,38902.93,31797.47,93355704,17,28,71,1
174793,9835.17,19226.39,13034.92,5353.77,26568536,88,19,69,1
404194,68884.72,42230.56,53258.44,63373.57,30314550,12,4,56,0
259627,26014.57,15016.15,23835.84,46940.22,9606199,172,27,24,0
187217,51965.69,9976.2,16507.67,50765.91,25087078,182,6,65,1
412978,75211.74,43703.8,52232.54,110259.36,91268138,78,10,15,1
381475,31171.7,29177.66,29784.83,52991.4,33951275,7,12,57,0
184368,38425.13,10652.8,22782.7,25553.74,45538896,160,26,40,0
136004,34882.44,16095.88,8296.86,8855.82,19176564,157,25,50,0
95757,21199.77,7494.32,6363.15,8817.85,12256896,174,4,20,0
64791,4378.65,5919.56,8784.09,18088.73,3563505,73,6,78,1
210676,53944.3,15023.97,26507.31,12533.13,19592868,78,25,55,0
190971,44420.57,20330.49,16215.52,55617.61,55572561,181,14,46,1
390244,33720.94,30101.06,41936.04,62956.81,8585368,25,13,42,0
473430,29310.41,64917.61,63850.23,69996.58,63439620,53,25,83,1
313072,55783.62,35460.19,21623.04,21570.27,56666032,157,22,30,0
219303,18835.55,13663.67,12129.86,45007.89,53290629,82,21,14,0
394018,95334.99,34477.57,38760.39,58612.84,74863420,81,3,47,0
476274,63066.76,40334.64,29926.07,58955.89,28576440,134,21,61,1
393771,102366.78,38621.94,26327.02,37039.89,109468338,76,15,69,1
111817,20139.17,14063.64,14562.88,4317.96,19903426,166,3,2,0
140289,12908.64,14380.74,7107.93,23205.47,41665833,3,5,37,0
390093,32029.65,21665.8,48181.87,41979.6,110396319,35,13,86,1
291343,53195.93,31752.72,28122.05,63571.7,62930088,183,26,57,0
74186,16709.15,3764.49,7443.56,16512.78,11647202,47,26,66,1
68161,15659.74,8192.71,7529.0,7701.51,3135406,161,15,44,0
44747,5075.39,4922.05,3974.88,9278.46,7606990,93,17,43,0
245621,23819.53,19107.03,14836.75,22702.52,69756364,131,6,7,0
148320,7987.62,11319.75,8788.53,33165.63,44051040,197,23,65,1
367757,75837.31,44809.19,43355.83,9010.64,42292055,59,18,70,1
267265,18069.97,32205.51,18680.0,16690.82,8285215,96,3,60,0
146606,21518.11,11978.77,7701.09,12989.65,35478652,18,26,16,0
259430,48873.21,19951.54,35844.21,61334.94,33985330,126,9,70,1
398842,105906.53,40037.45,55134.02,15389.46,55040196,77,8,35,0
136694,16637.64,6937.62,11486.77,9931.64,30892844,66,20,67,1
280674,30157.75,16121.92,14678.45,33797.29,44065818,153,11,79,1
345482,69254.23,21197.14,39887.22,7797.18,23147294,20,28,20,0
347361,66840.93,23164.49,43347.56,81071.93,85450806,199,24,81,1
449374,56794.25,43176.59,27524.71,79462.55,35500546,197,11,45,0
39138,10311.43,5451.99,2434.04,10652.98,7749324,157,8,45,1
329711,80554.44,35851.19,40884.22,9458.98,82757461,18,22,15,0
118533,12032.99,6580.58,15761.53,11377.91,8534376,72,1,21,0
106477,11180.38,10360.44,12901.6,23930.76,26619250,155,2,5,0
89369,14998.72,8463.07,6083.08,18681.86,17337586,122,20,55,0
105686,24088.12,6655.59,9198.58,9306.3,28323848,170,4,44,0
297318,17877.52,39491.12,30943.61,55536.79,70761684,66,2,57,0
167426,35070.24,15012.9,10786.66,40559.31,38842832,99,25,27,0
46771,9311.84,6525.04,3225.06,1372.57,5051268,26,2,16,0
336332,34723.06,29532.14,25379.53,74307.83,86100992,151,13,35,0
432234,89347.61,45261.9,41432.31,39154.86,23340636,5,29,11,0
373720,99500.01,22209.67,35866.82,106659.08,105389040,80,22,49,1
141839,8618.24,12890.4,17486.83,24212.15,1985746,106,21,58,1
222397,27470.47,15898.92,26191.9,6526.94,4447940,11,20,11,0
1562,235.52,195.56,206.55,207.68,74976,147,6,61,1
248236,63754.42,29925.54,31019.86,72129.27,12660036,140,4,39,1
50948,13823.22,6326.53,3711.51,11438.05,10800976,130,25,1,0
95962,14600.28,11047.61,7659.37,9992.92,9884086,171,27,24,0
399945,88990.38,49969.72,38010.01,72419.98,5599230,150,26,84,1
450509,77614.61,30668.21,23104.08,84582.33,27481049,154,15,85,1
246385,42794.63,22343.16,32362.96,6538.44,39175215,33,23,73,1
48415,5517.51,5435.37,2613.97,3392.6,10360810,24,3,30,0
267276,26700.86,28696.17,21120.07,46639.01,52386096,197,28,46,0
105092,12216.02,12030.08,10638.01,13953.14,17024904,149,26,59,0
135168,24053.88,9486.53,13058.0,9895.73,16896000,46,4,72,1
372423,21118.5,21920.49,40557.38,88021.15,58842834,18,17,40,0
399884,103436.9,52989.67,38979.42,62749.22,91573436,133,6,49,0
108599,9333.57,10905.02,7668.19,11597.56,21828399,8,2,22,0
8061,811.1,514.65,548.93,526.14,1950762,85,20,11,0
467510,79104.34,56760.06,61548.74,89353.2,107527300,111,13,70,1
82652,17631.85,10938.47,6096.16,17072.03,4628512,57,15,82,1
125536,9040.81,8192.57,9451.35,26047.12,17072896,5,5,21,0
386693,47590.22,47782.54,33706.39,31585.26,86619232,13,28,55,0
27234,7429.3,3649.09,1703.47,5084.44,435744,83,24,15,1
400087,44145.15,53792.71,38270.14,109429.32,77216791,194,19,57,1
26569,3241.46,3514.39,2918.68,3158.86,3321125,165,6,71,1
211477,51260.89,20973.84,25533.74,16709.8,12900097,90,17,50,0
13410,825.38,1100.41,1529.15,3167.47,737550,157,25,5,0
336123,52724.6,17026.16,21272.3,23369.7,10755936,69,28,1,0
471451,64735.81,26157.09,42923.75,42925.44,66003140,32,1,61,1
81764,10041.84,7243.92,4372.15,3939.42,11119904,102,2,41,0
23775,2751.03,2043.21,1226.83,2258.74,6514350,176,1,42,0
72774,5168.12,4848.51,6521.4,9816.76,14918670,130,8,51,0
475165,58164.92,40670.89,34576.07,18039.26,27084405,69,29,57,0
363420,21769.6,23883.42,40522.23,95971.41,33071220,179,4,19,1
191576,43990.0,24213.52,22066.04,31385.69,22605968,163,18,55,0
194553,27547.22,14948.97,25405.96,35927.91,52918416,143,23,66,1
478375,72759.82,49689.19,56668.98,59299.37,19135000,72,24,58,0
186125,47559.92,17729.5,10114.4,38630.96,12098125,111,9,47,0
48947,9855.61,2675.9,4084.43,6896.58,9691506,65,15,34,0
428245,22206.04,57727.87,31935.13,99852.97,5995430,166,16,7,1
389038,103845.99,37911.88,32971.72,97256.62,114766210,17,21,75,1
76203,7966.51,6039.48,4907.99,15859.2,21870261,80,3,31,0
338734,25320.79,21757.36,19915.31,53375.66,52165036,173,1,44,0
279904,63445.69,22523.15,27119.51,66906.97,57380320,129,24,84,1
113081,18670.78,5862.8,12985.58,17912.02,4070916,3,13,66,1
266456,39906.38,22041.3,30155.35,13648.62,36238016,127,14,26,0
421740,45288.85,41260.4,38203.31,22173.09,60730560,128,6,2,0
190228,33464.61,24438.2,18453.09,54329.74,6087296,70,5,56,1
378792,42844.58,42373.07,36541.91,30226.71,47727792,52,29,64,1
421001,108350.54,25277.91,47253.71,104601.49,7157017,181,23,19,1
486152,48370.68,30772.05,26404.5,43305.21,53476720,122,5,70,1
116921,29627.98,10351.15,13316.21,16441.25,31568670,3,27,40,0
2105,376.09,142.33,215.55,428.13,437840,94,4,0,0
464874,111826.5,24408.9,31532.3,29976.38,44163030,47,21,73,1
72803,15576.54,8914.82,3961.6,16484.71,17254311,75,12,75,1
158711,33367.38,8214.41,9485.76,33833.32,29837668,91,14,3,0
470865,58669.56,58746.09,45778.54,81018.54,117245385,86,27,70,1
187710,19483.6,11819.98,22197.98,33496.69,3941910,6,23,9,0
262449,25852.23,36144.75,21027.19,13021.7,63775107,174,14,85,1
338769,83728.14,35350.09,28497.64,48127.48,65043648,95,11,88,1
145490,34728.2,16898.44,19506.31,6436.48,42337590,61,22,28,0
479371,72544.13,28735.19,33158.66,50910.03,95394829,43,10,14,0
159018,12793.48,20289.01,9435.72,43266.79,35620032,56,10,18,1
124540,17176.31,15633.17,10076.15,22525.47,33252180,198,29,57,0
144618,27831.59,15730.01,16939.54,32966.68,5061630,114,28,52,0
418534,64668.83,39846.42,44509.82,75624.09,116770986,148,27,45,0
232466,53337.82,26718.25,20322.55,17292.28,21154406,47,9,17,0
266968,74605.08,13490.84,36528.62,49801.9,51791792,182,26,2,0
338967,31849.47,35021.96,39370.91,78473.8,100673199,169,2,69,1
271755,42317.6,34313.57,15100.75,15966.53,19294605,194,14,21,0
431826,64396.61,35461.98,50530.91,107409.76,16841214,31,7,54,0
16889,2027.24,1009.05,880.99,2964.19,675560,102,17,63,1
122677,11723.26,10780.73,13314.02,2600.39,22327214,64,24,40,0
304071,19797.82,35101.77,20963.71,50335.3,33751881,90,20,84,1
473295,120234.65,28235.41,53330.79,61901.31,64841415,91,8,7,0
160318,23497.04,10988.9,12485.59,16513.56,15230210,186,24,64,1
123383,20270.1,7807.64,15863.42,29112.47,4565171,183,20,2,0
219458,57255.86,26713.59,17627.36,59661.84,28748998,46,4,28,1
238713,54557.09,13286.85,25249.3,55749.72,62065380,110,5,69,1
393833,31512.66,44027.69,29826.34,101253.02,27568310,95,13,17,1
388452,69939.46,32234.18,51489.29,106614.02,69921360,24,7,57,1
112721,17101.81,13303.47,13559.17,31058.72,31674601,89,6,0,1
478187,111589.02,65413.36,34380.33,24912.91,58338814,37,17,21,0
275878,59747.86,16637.95,37351.59,40771.44,56003234,169,6,22,0
261169,54530.34,20448.14,21453.51,5244.33,7312732,153,19,7,0
235436,30212.4,28937.74,25584.32,38095.79,24014472,29,25,28,0
316085,74324.75,23375.83,36936.68,88120.8,71435210,159,3,43,1
1346,83.52,93.36,70.07,101.96,253048,107,9,61,1
11454,993.22,1423.55,1561.26,2280.95,2290800,130,21,18,0
341883,43485.25,47466.15,27692.43,68522.29,58803876,140,28,58,0
245261,16595.76,24555.35,16452.13,15917.22,26733449,133,26,79,1
309158,32167.48,23194.39,39128.18,26831.11,60594968,189,15,18,0
350880,84539.18,30130.39,39741.0,52409.58,26666880,91,8,21,0
360223,96575.01,23526.79,20823.37,26187.72,29538286,56,25,82,1
138041,16573.0,16367.5,8356.18,25371.7,33267881,78,25,67,1
423821,46975.74,50694.36,48471.25,65976.93,83916558,71,23,4,0
304745,34855.3,39239.24,17288.33,50397.35,17979955,165,26,4,0
64823,7381.74,3396.35,8592.02,3737.11,8621459,36,15,24,0
92422,5384.87,9295.65,10789.22,15233.97,15342052,74,1,23,0
189639,49911.23,13138.76,15207.97,6420.02,51202530,29,8,0,0
180948,17941.1,14598.79,14957.97,48282.33,36913392,80,23,27,1
177159,25971.68,21373.53,16933.68,20569.92,46947135,166,4,46,0
430692,22494.17,28978.26,35526.6,111882.78,90014628,102,22,84,1
236159,58409.13,25375.46,28460.03,51119.87,18184243,169,10,59,0
390178,85123.65,42494.66,53737.78,91507.79,34725842,33,16,18,0
330228,88419.83,44867.57,33883.68,35688.55,79915176,93,18,86,1
105037,24134.52,12579.7,9468.39,8798.77,20482215,112,4,13,0
341121,41668.78,41728.36,23895.41,45671.79,38887794,123,8,69,1
242483,25948.32,23725.52,26384.33,6494.48,36614933,141,4,7,0
43033,9057.36,2875.05,4806.87,11930.97,12092273,134,10,36,1
264472,35372.06,23353.06,29532.84,33948.68,35174776,194,20,85,1
2417,435.61,240.38,126.72,717.36,560744,8,4,71,1
283262,14570.78,31458.44,37084.94,66058.35,51836946,118,16,9,0
32754,2103.91,3429.14,2634.39,1393.49,6550800,192,12,66,1
262487,45445.59,22431.62,30704.4,53771.18,39110563,9,10,12,0
367936,66300.77,27182.44,43557.23,35261.13,47095808,151,25,38,0
47862,10665.29,3117.77,5195.42,4223.4,13592808,199,11,63,1
282772,22721.3,31796.6,24187.75,25969.09,24035620,21,2,29,0
386425,64931.81,41767.09,40479.79,106846.9,45598150,129,16,3,1
242853,23003.75,27166.39,13021.26,38855.13,31085184,46,23,44,0
190955,13640.89,15949.99,22641.65,39613.97,50984985,62,19,5,0
66045,9537.82,4862.02,3894.21,6516.36,1915305,2,12,15,0
82680,7240.08,9787.24,7086.3,13760.2,10583040,104,4,21,0
88458,8935.13,10582.08,5247.83,10440.52,12914868,75,17,20,0
403581,49655.62,36728.08,50583.51,44361.19,115424166,101,12,64,1
395935,43417.97,41601.43,39406.31,35298.11,104526840,172,16,29,0
302453,21215.87,25290.14,33930.98,40686.56,82569669,88,3,23,0
379392,26815.71,42937.78,42276.56,77702.68,66772992,128,2,63,1
5787,546.57,724.62,727.68,475.53,1006938,83,26,12,0
258165,15910.35,28899.25,15988.48,74951.58,9810270,5,7,25,1
428103,83088.42,41154.58,46823.99,23499.12,18836532,93,6,19,0
9012,1046.16,822.61,917.08,1391.98,2216952,39,1,60,0
132914,15197.6,14329.29,7015.3,5822.68,13158486,128,15,5,0
456792,57720.06,50787.5,31120.35,12034.77,96839904,66,27,42,0
109372,22141.61,10968.44,8102.44,30443.66,25921164,45,12,48,1
412932,103334.5,43871.88,23343.08,101956.11,31795764,75,13,8,0
248254,55755.36,14570.77,20338.15,53216.6,34755560,101,8,36,0
93570,20335.73,12693.6,4907.58,24539.05,11228400,141,9,15,1
80267,12955.89,9725.92,8009.56,19649.17,1685607,93,1,3,0
98329,20607.33,8225.57,6788.15,19786.41,29203713,119,5,31,0
420330,74455.3,42307.53,31873.74,108132.35,77340720,32,7,83,1
429974,42884.58,23330.05,56731.82,55649.02,70085762,109,18,16,0
487505,47763.46,26184.14,46436.57,85201.5,25350260,43,22,40,0
42578,5031.45,3089.96,3159.77,10106.61,9111692,136,8,88,1
368932,95732.18,41347.37,38317.85,16138.36,66776692,74,24,44,0
84024,14780.28,10645.28,5726.27,21881.59,24703056,187,26,15,1
228145,49917.72,22889.04,12934.82,14581.32,13916845,139,10,19,0
12719,1649.76,1245.09,659.88,3333.29,1577156,156,29,41,1
262879,37795.33,22662.24,35656.28,28173.58,7360612,39,8,9,0
305573,24103.62,19722.85,35206.59,34071.14,13445212,26,12,51,0
127809,11425.85,7751.85,15592.1,5202.55,7285113,72,16,59,0
330088,79317.51,39102.61,45645.43,88480.71,79881296,102,12,47,1
140139,25857.45,18705.1,18757.13,9650.38,31951692,26,22,22,0
364478,46519.23,33256.97,42396.88,71588.57,43372882,32,22,32,0
464508,108999.49,50794.0,52238.03,93046.03,122165604,46,27,76,1
197013,21021.2,26065.05,15823.39,19449.6,38811561,156,3,24,0
347199,95301.79,20175.81,20610.27,102765.72,13887960,135,18,49,1
336342,43491.73,40140.17,34184.13,12769.74,90139656,35,5,87,1
387094,49386.04,40843.65,39430.48,73626.89,66580168,194,14,69,1
248820,30291.28,25846.76,33765.21,38386.03,19905600,22,25,78,1
136987,10696.72,10456.03,12305.73,12155.62,8904155,150,20,54,0
167731,12674.01,18710.46,18814.84,11035.77,18114948,122,21,67,1
44425,8843.43,5399.05,4520.13,10057.09,1332750,3,16,77,1
137523,34556.39,8273.0,9063.92,38034.48,16090191,46,22,3,1
